name,successor,start,end,region
Юньнань,Китай,1652,1679,ВА
Киёсуэ,Япония,1653,1871,ВА
Нумата,Япония,1656,1871,ВА
Иёёсида,Япония,1657,1871,ВА
Тайвань,Китай,1661,1683,ВА
Дуннин,Китай,1662,1683,ВА
Фукумото (Fukumoto),Япония,1663,1871,ВА
Такатоми,Япония,1664,1871,ВА
Хатинохэ,Япония,1664,1871,ВА
Хиросэ,Япония,1666,1868,ВА
Юнагайя,Япония,1670,1871,ВА
Икусака,Япония,1672,1871,ВА
Камогата,Япония,1672,1868,ВА
Тацуно,Япония,1672,1871,ВА
Чжоу,Китай,1678,1681,ВА
Исиносеки,Япония,1681,1871,ВА
Ёсинага,Япония,1682,1871,ВА
Цуруга,Япония,1682,1871,ВА
Огю-Окутоно,Япония,1684,1863,ВА
Окутоно,Япония,1684,1763,ВА
Асикага,Япония,1688,1871,ВА
Хатагамура,Япония,1688,1869,ВА
Одзима,Япония,1689,1868,ВА
Миками (Mikami),Япония,1690,1871,ВА
Итоигава,Япония,1692,1871,ВА
Сагара,Япония,1692,1871,ВА
Тадоцу,Япония,1694,1871,ВА
Ними,Япония,1697,1871,ВА
Катада,Япония,1698,1826,ВА
Миягава,Япония,1698,1871,ВА
Сия,Япония,1698,1871,ВА
Ямаками,Япония,1698,1871,ВА
Чала,Китай,1700,1912,ВА
Чони,Китай,1700,1912,ВА
Вакаса,Япония,1700,1870,ВА
Морияма,Япония,1700,1871,ВА
Ивамурада,Япония,1703,1871,ВА
Чжэцзян,Китай,1705,1707,ВА
Ямура,Япония,1709,1724,ВА
Танокути,Япония,1711,1871,ВА
Минакути,Япония,1712,1871,ВА
Анси,Япония,1716,1871,ВА
Яркенд,Китай,1720,1759,ВА
Сабаэ,Япония,1720,1871,ВА
Мицуура,Япония,1722,1871,ВА
Курокава,Япония,1724,1871,ВА
Миккаити,Япония,1724,1871,ВА
Исэ-Сайдзё,Япония,1726,1781,ВА
Линдзун,Китай,1727,1908,ВА
Лунчэн,Китай,1727,1951,ВА
Хаката,Япония,1727,1871,ВА
Цзарунг,Китай,1730,1912,ВА
Турфан,Йеттишар,1745,1869,ВА
Мигуса,Япония,1746,1871,ВА
Коромо,Япония,1749,1871,ВА
Геше,Китай,1750,1912,ВА
Сета,Китай,1750,1912,ВА
Тонгкор,Китай,1750,1912,ВА
Цзако,Китай,1750,1912,ВА
Чайя,Китай,1750,1910,ВА
Чамдо,Китай,1750,1910,ВА
Юко,Китай,1750,1912,ВА
Куча,Йеттишар,1758,1867,ВА
Мимасака-Кацуяма,Япония,1764,1871,ВА
Охама,Япония,1765,1777,ВА
Гои,Япония,1781,1842,ВА
Нагаторо,Япония,1789,1869,ВА
Лаху,Китай,1800,1891,ВА
Луцзяньба,Китай,1800,1900,ВА
Намкам,Китай,1800,1900,ВА
Санси,Китай,1800,1900,ВА
Чефанг,Китай,1800,1949,ВА
Куроиси,Япония,1809,1871,ВА
Батанг,Китай,1820,1908,ВА
Деба-Канам,Тибет,1820,1868,ВА
Дзёдзай,Япония,1825,1871,ВА
Итиномия,Япония,1826,1871,ВА
Цурумаки,Япония,1827,1871,ВА
Лэтанг,Тибет,1835,1904,ВА
Ньягрон,Китай,1850,1908,ВА
Тайпинское государство (Тайпин тяньго),Китай,1850,1864,ВА
Шэнпин тяньго,Китай,1854,1858,ВА
Да Чэнго,Китай,1855,1861,ВА
Дачэн,Китай,1855,1861,ВА
Пин Наньго,Китай,1856,1873,ВА
Дунганское ханство,Йеттишар,1864,1870,ВА
Кашгарское ханство,Йеттишар,1864,1867,ВА
Йеттишар (Джеты-шаар),Китай,1864,1877,ВА
Хотанское ханство,Китай,1864,1877,ВА
Илийский (Таранчинский) султанат,Россия,1864,1881,ВА
Эдзо,Япония,1868,1869,ВА
Джадэ,Китай,1870,1923,ВА
Желтугинская республика,Китай,1884,1886,ВА
Монголия,,1911,2025,ВА
Ганьсу,Китай,1912,1938,ВА
Гуйчжоу,Китай,1912,1938,ВА
Нинся,Китай,1912,1938,ВА
Сычуань,Китай,1912,1938,ВА
Юньнань,Китай,1912,1938,ВА
Аньхой,Япония,1912,1938,ВА
Гуандун,Япония,1912,1939,ВА
Гуанси,Япония,1912,1938,ВА
Жэхэ,Япония,1912,1937,ВА
Маньчжурия (Дунбэй),Япония,1912,1932,ВА
Суйюань,Япония,1912,1937,ВА
Фуцзянь,Япония,1912,1939,ВА
Хубэй,Япония,1912,1937,ВА
Хунань,Япония,1912,1938,ВА
Хэнань,Япония,1912,1937,ВА
Цзянси,Япония,1912,1938,ВА
Цзянсу,Япония,1912,1937,ВА
Чахар,Япония,1912,1937,ВА
Чжили,Япония,1912,1928,ВА
Шаньдун,Япония,1912,1937,ВА
Шаньси,Япония,1912,1937,ВА
Шэньси,Япония,1912,1937,ВА
Китайская республика,Китай,1925,1927,ВА
Китайская советская республика,Китай,1931,1937,ВА
Маньчжоу-го,Китай,1932,1945,ВА
Восточно-Туркестанская республика,Китай,1933,1934,ВА
Восточный Хэбэй,Китайская республика,1935,1938,ВА
Внутренняя Монголия (Мэнцзян),Китай,1937,1945,ВА
Шанхай,Китайская республика,1937,1938,ВА
Китайская республика,Китай,1940,1945,ВА
Восточно-Туркестанская (Уйгурская) республика,Китай,1944,1949,ВА
Северная Корея,,1947,2025,ВА
Южная Корея,,1948,2025,ВА
Тайвань (Китайская Республика),,1949,2025,ВА
Сымен (Simien),Эфиопия,800,1627,ВАФ
Пунт,,-2500,-950,ВАф
Дамот,,-800,-500,ВАф
Килва,Занзибар,0,0,ВАф
Геэз (Агуэзат),Аксум,50,350,ВАф
Аксум,Загуйе,150,970,ВАф
Ванга,Делийский султанат,350,1285,ВАф
Валамо (Китура),Эфиопия,622,1894,ВАф
Пате (Ламу),Великобритания,700,1894,ВАф
Джарин,Мадри-Бахр,820,1040,ВАф
Нагаш,Мадри-Бахр,820,1040,ВАф
Танкиш,Мадри-Бахр,820,1040,ВАф
Баджин,Мадри-Бахр,822,1040,ВАф
Баклин (Тафлин),Мадри-Бахр,822,1040,ВАф
Катаа,Мадри-Бахр,822,1040,ВАф
Нагиш (Негаш),Мадри-Бахр,822,1040,ВАф
Китара (Буньоро),Буньоро,850,1450,ВАф
Бургао (Шунгвайя),Могадишо,870,920,ВАф
Шоа,Ифат,896,1285,ВАф
Мадри-Бахри,Османская империя,900,1558,ВАф
Тунни,,900,1200,ВАф
Брава (Барава),Могадишо,908,1270,ВАф
Могадишо,Занзибар,920,1828,ВАф
Загуйе (Загве),Эфиопия,920,1253,ВАф
Момбаса,Оман,950,1837,ВАф
Руанда,,950,2025,ВАф
Дахлак,Османская империя,960,1557,ВАф
Малинди,Момбаса,980,1593,ВАф
Дамот,Эфиопия,989,1344,ВАф
Ванга,Кения,1100,1929,ВАф
Бербера,Могадишо,1150,1370,ВАф
Мерка (Хавия),Могадишо,1150,1280,ВАф
Гидайя,Адал,1200,1450,ВАф
Мора,Адал,1200,1450,ВАф
Харгайя,Адал,1200,1450,ВАф
Хубат,Адал,1200,1450,ВАф
Нунгу,Верхняя Вольта,1200,1971,ВАф
Фэтэгар,Ифат,1200,1332,ВАф
Шанга,Килва,1200,1200,ВАф
Бале,галла,1200,1537,ВАф
Доуаро (Дауро),галла,1200,1580,ВАф
Аджуран,,1200,1680,ВАф
Ифат (Йифат),Эфиопия,1240,1445,ВАф
Гера,Плауэн,1244,1547,ВАф
Аркико,Османская империя,1250,1848,ВАф
Уолайта,Эфиопия,1250,1894,ВАф
Данкали,,1250,1750,ВАф
Ласта,Эфиопия,1253,1710,ВАф
Кизиба,Уганда,1265,1962,ВАф
Лиму (Эннария),Эфиопия,1270,1891,ВАф
Энария (с 1800 Лиму),Эфиопия,1270,1891,ВАф
Варсангали,Британское Сомали,1300,1920,ВАф
Фихеренана,Имерина,1300,1860,ВАф
Танга,Килва,1300,1300,ВАф
Имерина,,1300,1710,ВАф
Арабабни,Эфиопия,1320,1360,ВАф
Дара (Дера),Эфиопия,1320,1360,ВАф
Шарка,Эфиопия,1320,1332,ВАф
Гураге,Эфиопия,1330,1889,ВАф
Китао,Пате,1350,1520,ВАф
Манда,Пате,1350,1520,ВАф
Ози (Шака),Пате,1350,1650,ВАф
Така,Пате,1350,1520,ВАф
Буганда,Уганда,1350,1967,ВАф
Конта,Эфиопия,1350,1889,ВАф
Аддио (Коро),галла,1350,1520,ВАф
Халаба,галла,1350,1520,ВАф
Бурунди,,1350,1350,ВАф
Ламу,Пате,1370,1750,ВАф
Китагвенда,Анколе,1398,1911,ВАф
Геди,Занзибар,1400,1620,ВАф
Каоле,Занзибар,1400,1620,ВАф
Кимбиджи,Занзибар,1400,1620,ВАф
Кундучи,Занзибар,1400,1620,ВАф
Мбуамаджи,Занзибар,1400,1620,ВАф
Тонгони,Занзибар,1400,1620,ВАф
Каффа (Кэфа),Эфиопия,1400,1897,ВАф
Текиди,Буньоро,1409,1560,ВАф
Адал,Харэр,1415,1577,ВАф
Миджуртин (Бари),Сомали,1420,1927,ВАф
Буньоро,Уганда,1436,1967,ВАф
Паквак-Павир,Буньоро,1450,1750,ВАф
Угвено,Германская Восточная Африка,1450,1916,ВАф
Таджура,Джибути,1450,1977,ВАф
Марусерана,Имерина,1450,1830,ВАф
Базиги,Руанда,1450,1910,ВАф
Бумбого,Руанда,1450,1550,ВАф
Бурви,Руанда,1450,1550,ВАф
Буриза,Руанда,1450,1550,ВАф
Гизака,Руанда,1450,1850,ВАф
Гисака,Руанда,1450,1959,ВАф
Мубари,Руанда,1450,1765,ВАф
Ндуга,Руанда,1450,1550,ВАф
Ихангиро,Танзания,1450,1962,ВАф
Карагве,Танзания,1450,1962,ВАф
Кьямутвара,Танзания,1450,1962,ВАф
Нкоре (Анколе),Уганда,1450,1966,ВАф
Гимирра (Сидамо),Эфиопия,1450,1889,ВАф
Джанджаро (Зенджаро),Эфиопия,1450,1894,ВАф
Камбата,Эфиопия,1450,1889,ВАф
Зерго,галла,1450,1531,ВАф
Эннамор,галла,1450,1520,ВАф
Бузинза,,1450,1946,ВАф
Ндорва-Мпороро,,1450,1752,ВАф
Гамо,галла,1460,1537,ВАф
Шоа,Эфиопия,1470,1889,ВАф
Алур,Уганда,1490,1967,ВАф
Нзвани,Комора,1500,1912,ВАф
Антанкарана,Мадагаскар,1500,1895,ВАф
Маути (Майотта),Мвали,1500,1832,ВАф
Бугесера,Руанда,1500,1750,ВАф
Антаваратра,Таматаве,1500,1712,ВАф
Марангу,Танзания,1500,1962,ВАф
Антаимуру,Бара,1510,1660,ВАф
Матитана,Имерина,1510,1660,ВАф
Аттьяк (Окоро),Бусоге,1517,1680,ВАф
Сийю,Занзибар,1520,1848,ВАф
Фаза,Занзибар,1520,1895,ВАф
Бухведжу,Анколе,1523,1901,ВАф
Кьингого,Руанда,1530,1650,ВАф
Амарро,галла,1530,1530,ВАф
Дорзе,галла,1530,1530,ВАф
Зала,галла,1530,1530,ВАф
Уба,галла,1530,1530,ВАф
Эли,галла,1530,1530,ВАф
Гуман,галла,1530,1620,ВАф
Оромо,,1534,1606,ВАф
Аноси,Бара,1550,1800,ВАф
Антаисака,Бара,1550,1750,ВАф
Алеро,Бусоге,1550,1680,ВАф
Буконо,Бусоге,1550,1967,ВАф
Кок-Лабонго,Бусоге,1550,1680,ВАф
Кок-Пагак,Бусоге,1550,1680,ВАф
Кок-Палуо,Бусоге,1550,1680,ВАф
Кок-Раген,Бусоге,1550,1680,ВАф
Падибе,Бусоге,1550,1680,ВАф
Патонго,Бусоге,1550,1680,ВАф
Пемба,Занзибар,1550,1865,ВАф
Антацимо,Мадагаскар,1550,1712,ВАф
Бванакьямбве,Руанда,1550,1750,ВАф
Бугара,Руанда,1550,1620,ВАф
Буколи,Уганда,1550,1967,ВАф
Буламоги,Уганда,1550,1967,ВАф
Аусса,Эфиопия,1557,1926,ВАф
Андруна,Мадагаскар,1560,1852,ВАф
Домба,Мадагаскар,1560,1810,ВАф
Баджини,Нгазиджа,1560,1886,ВАф
Бамбао,Нгазиджа,1560,1886,ВАф
Митсамихули,Нгазиджа,1560,1886,ВАф
Хамбу,Нгазиджа,1560,1886,ВАф
Шека,Эфиопия,1560,1898,ВАф
Боша,Эфиопия,1567,1883,ВАф
Боран-Галла,Эфиопия,1569,1606,ВАф
Харэр,Эфиопия,1577,1887,ВАф
Гума,Эфиопия,1580,1894,ВАф
Уолло,Эфиопия,1580,1896,ВАф
Анголе,галла,1580,1580,ВАф
Гая,галла,1580,1580,ВАф
Кайра,галла,1580,1580,ВАф
Рахайта,Итальянское Сомали,1583,1906,ВАф
Гобад,Французское Сомали,1583,1931,ВАф
Бэгемдыр и Сымен,Эфиопия,1597,1930,ВАф
Баханза,Бурунди,1600,1810,ВАф
Бугандо,Бучозе,1600,1942,ВАф
Буха (Буджиджи),Германская Восточная Африка,1600,1890,ВАф
Маруку (Букара),Германская Восточная Африка,1600,1895,ВАф
Белихисатра,Мадагаскар,1600,1896,ВАф
Итсандра,Нгазиджа,1600,1886,ВАф
Уашили,Нгазиджа,1600,1886,ВАф
Хамамву,Нгазиджа,1600,1886,ВАф
Марехан,Сомали,1600,1920,ВАф
Кьянджа (Бахинда),Танганьика,1600,1943,ВАф
Бугабо,Танзания,1600,1937,ВАф
Будду (Кивумбиро),Танзания,1600,1890,ВАф
Букереве,Танзания,1600,1962,ВАф
Викангулу,Танзания,1600,1962,ВАф
Уфипа,Танзания,1600,1962,ВАф
Уширомбо,Танзания,1600,1962,ВАф
Херу,Танзания,1600,1961,ВАф
Абба-Мало,Эфиопия,1600,1850,ВАф
Балта,Эфиопия,1600,1850,ВАф
Баскетто,Эфиопия,1600,1850,ВАф
Биру,Эфиопия,1600,1850,ВАф
Гайла,Эфиопия,1600,1850,ВАф
Гозза,Эфиопия,1600,1850,ВАф
Доко,Эфиопия,1600,1850,ВАф
Ойда,Эфиопия,1600,1850,ВАф
Теру,Эфиопия,1600,1850,ВАф
Бена,Сьерра-Леоне,1605,1904,ВАф
Джимма,Эфиопия,1606,1933,ВАф
Лалангина,Мадагаскар,1610,1828,ВАф
Годжам,Эфиопия,1620,1932,ВАф
Бара (Зафиманара),Имерина,1630,1850,ВАф
Дауро,Эфиопия,1645,1889,ВАф
Ариндрано,Мадагаскар,1648,1810,ВАф
Лугуру,Занзибар,1650,1871,ВАф
Хадиму,Занзибар,1650,1873,ВАф
Иконго,Имерина,1650,1810,ВАф
