country;paged_country_id;vdem_country_id;cow_country_id;cab_id;cabname;electdate;date_in;date_out;cab_duration_days;form_duration;form_duration_alt;cab_num_parties;cab_coalition;cab_majority;cab_surplus;govtype;seats;pm_party;cab_seattotal;cab_seatshare;cab_party_1;cab_party_2;cab_party_3;cab_party_4;cab_party_5;cab_party_6;cab_party_7;cab_party_8;cab_party_9;cab_party_parlgov_id_1;cab_party_parlgov_id_2;cab_party_parlgov_id_3;cab_party_parlgov_id_4;cab_party_parlgov_id_5;cab_party_parlgov_id_6;cab_party_parlgov_id_7;cab_party_parlgov_id_8;cab_party_parlgov_id_9;cab_party_seats_1;cab_party_seats_2;cab_party_seats_3;cab_party_seats_4;cab_party_seats_5;cab_party_seats_6;cab_party_seats_7;cab_party_seats_8;cab_party_seats_9
Finland;4;163;375;4H32;Linkomies;1939-07-02;1943-03-05;1944-08-08;522;0;0;5;1;1;1;4;200;KE|SLK;190;0.95;SSDP;KESK;KOK;RKP-SFP;KE|SLK;;;;;395;94;1118;585;1219;;;;;85;56;25;18;6;;;;
Finland;4;163;375;4H33;Hackzell;1939-07-02;1944-08-08;1944-09-21;44;0;0;5;1;1;1;4;200;KOK;190;0.95;SSDP;KESK;KOK;RKP-SFP;KE|SLK;;;;;395;94;1118;585;1219;;;;;85;56;25;18;6;;;;
Finland;4;163;375;4H34;Castren U.;1939-07-02;1944-09-21;1944-11-17;57;0;0;5;1;1;1;4;200;KOK;190;0.95;SSDP;KESK;KOK;RKP-SFP;KE|SLK;;;;;395;94;1118;585;1219;;;;;85;56;25;18;6;;;;
Finland;4;163;375;4H35;Paasikivi I;1939-07-02;1944-11-17;1945-03-18;121;0;0;6;1;1;1;4;200;none;172;0.86;SSDP;KESK;KOK;KE|SLK;DL|VAS;;;;;395;94;1118;1219;1292;;;;;85;56;25;6;0;;;;
Finland;4;163;375;4H36;Paasikivi II;1945-03-18;1945-04-17;1946-03-08;325;30;30;6;1;1;1;4;200;none;171;0.855;SSDP;DL|VAS;KESK;RKP-SFP;KE|SLK;;;;;395;1292;94;585;1219;;;;;50;49;49;14;9;;;;
France;5;76;220;5H1;Clemenceau III;1919-10-16;1919-10-16;1920-01-18;94;0;0;3;1;0;0;1;616;PR;207;0.336038961038961;PR;RepG;RS;;;;;;;401;2587;2594;;;;;;;106;79;22;;;;;;
France;5;76;220;5H2;Millerand I;1919-10-16;1920-01-20;1920-02-18;29;2;2;6;1;1;1;4;616;none;459;0.7451298701298701;UR;PR;RepG;RI;RS;;;;;2581;401;2587;2585;2594;;;;;201;106;79;51;22;;;;
France;5;76;220;5H3;Millerand II;1919-10-16;1920-02-18;1920-09-23;218;0;0;5;1;1;1;4;616;none;437;0.7094155844155844;UR;PR;RepG;RI;;;;;;2581;401;2587;2585;;;;;;201;106;79;51;;;;;
France;5;76;220;5H4;Leygues;1919-10-16;1920-09-24;1921-01-07;105;1;1;5;1;1;1;4;616;RepG;459;0.7451298701298701;UR;PR;RepG;RI;RS;;;;;2581;401;2587;2585;2594;;;;;201;106;79;51;22;;;;
France;5;76;220;5H5;Briand VII;1919-10-16;1921-01-16;1922-01-12;361;9;9;5;1;1;1;4;616;RS;459;0.7451298701298701;UR;PR;RepG;RI;RS;;;;;2581;401;2587;2585;2594;;;;;201;106;79;51;22;;;;
France;5;76;220;5H6;Poincare II;1919-10-16;1922-01-15;1924-03-29;804;3;3;3;1;1;0;3;616;RepG;386;0.6266233766233766;UR;PR;RepG;;;;;;;2581;401;2587;;;;;;;201;106;79;;;;;;
France;5;76;220;5H7;Poincare III;1919-10-16;1924-03-29;1924-05-25;57;0;0;3;1;1;0;3;616;RepG;386;0.6266233766233766;UR;PR;RepG;;;;;;;2581;401;2587;;;;;;;201;106;79;;;;;;
France;5;76;220;5H8;Francois-Marsal;1924-05-25;1924-06-08;1924-06-10;2;14;14;2;1;0;0;1;574;UR;257;0.4477351916376306;UR;RepG;;;;;;;;2581;2587;;;;;;;;204;53;;;;;;;
France;5;76;220;5H9;Herriot I;1924-05-25;1924-06-14;1925-04-10;300;4;4;3;1;0;0;1;574;PR;215;0.3745644599303136;PR;RepG;RS;;;;;;;401;2587;2594;;;;;;;162;53;0;;;;;;
France;5;76;220;5H10;Painleve II;1924-05-25;1925-04-17;1925-10-27;193;7;7;2;1;0;0;1;574;RS;162;0.2822299651567944;PR;RS;;;;;;;;401;2594;;;;;;;;162;0;;;;;;;
France;5;76;220;5H11;Painleve III;1924-05-25;1925-10-29;1925-11-22;24;2;2;2;1;0;0;1;574;RS;162;0.2822299651567944;PR;RS;;;;;;;;401;2594;;;;;;;;162;0;;;;;;;
France;5;76;220;5H12;Briand VIII;1924-05-25;1925-11-28;1926-03-06;98;6;6;4;1;0;0;1;574;RS;215;0.3745644599303136;PR;RepG;RI;RS;;;;;;401;2587;2585;2594;;;;;;162;53;0;0;;;;;
France;5;76;220;5H13;Briand IX;1924-05-25;1926-03-09;1926-06-15;98;3;3;4;1;0;0;1;574;RS;215;0.3745644599303136;PR;RepG;RI;RS;;;;;;401;2587;2585;2594;;;;;;162;53;0;0;;;;;
France;5;76;220;5H14;Braind X;1924-05-25;1926-06-23;1926-07-17;24;8;8;4;1;0;0;1;574;RS;215;0.3745644599303136;PR;RepG;RI;RS;;;;;;401;2587;2585;2594;;;;;;162;53;0;0;;;;;
France;5;76;220;5H15;Herriot II;1924-05-25;1926-07-19;1926-07-21;2;2;2;4;1;0;0;1;574;PR;215;0.3745644599303136;PR;RepG;RI;RS;;;;;;401;2587;2585;2594;;;;;;162;53;0;0;;;;;
France;5;76;220;5H16;Poincare IV;1924-05-25;1926-07-23;1928-04-29;646;2;2;5;1;1;1;4;574;RepG;419;0.7299651567944251;UR;PR;RepG;RI;RS;;;;;2581;401;2587;2585;2594;;;;;204;162;53;0;0;;;;
France;5;76;220;5H17;Poincare V;1928-04-29;1928-04-29;1928-11-06;191;0;0;5;1;1;1;4;602;RepG;461;0.7657807308970099;UR;PR;RepG;RI;RS;;;;;2581;401;2587;2585;2594;;;;;182;120;74;52;33;;;;
France;5;76;220;5H18;Poincare VI;1928-04-29;1928-11-11;1929-07-26;257;5;5;5;1;1;1;4;602;RepG;461;0.7657807308970099;UR;PR;RepG;RI;RS;;;;;2581;401;2587;2585;2594;;;;;182;120;74;52;33;;;;
France;5;76;220;5H19;Briand XI;1928-04-29;1929-07-29;1929-10-22;85;3;3;5;1;1;1;4;602;RS;461;0.7657807308970099;UR;PR;RepG;RI;RS;;;;;2581;401;2587;2585;2594;;;;;182;120;74;52;33;;;;
France;5;76;220;5H20;Tardieu I;1928-04-29;1929-11-03;1930-02-17;106;12;12;5;1;1;1;4;602;RepG;461;0.7657807308970099;UR;PR;RepG;RI;RS;;;;;2581;401;2587;2585;2594;;;;;182;120;74;52;33;;;;
France;5;76;220;5H21;Chautemps I;1928-04-29;1930-02-21;1930-02-25;4;4;4;4;1;0;0;1;602;PR;279;0.4634551495016611;PR;RepG;RI;RS;;;;;;401;2587;2585;2594;;;;;;120;74;52;33;;;;;
France;5;76;220;5H22;Tardieu II;1928-04-29;1930-03-02;1930-12-04;277;5;5;6;1;1;1;4;602;RepG;461;0.7657807308970099;UR;PR;RepG;RI;RS;PDP;;;;2581;401;2587;2585;2594;2583;;;;182;120;74;52;33;0;;;
France;5;76;220;5H23;Steeg;1928-04-29;1930-12-13;1931-01-22;40;9;9;4;1;0;0;1;602;PR;279;0.4634551495016611;PR;RepG;RI;RS;;;;;;401;2587;2585;2594;;;;;;120;74;52;33;;;;;
France;5;76;220;5H24;Laval I;1928-04-29;1931-01-27;1932-02-06;375;5;5;6;1;1;1;4;602;RepG;461;0.7657807308970099;UR;PR;RepG;RI;RS;PDP;;;;2581;401;2587;2585;2594;2583;;;;182;120;74;52;33;0;;;
France;5;76;220;5H25;Tardieu III;1928-04-29;1932-02-20;1932-05-08;78;14;14;4;1;1;1;4;602;RepG;308;0.5116279069767442;UR;RepG;RI;PDP;;;;;;2581;2587;2585;2583;;;;;;182;74;52;0;;;;;
France;5;76;220;5H26;Herriot III;1932-05-08;1932-06-03;1932-12-14;194;26;26;5;1;1;1;4;605;PR;332;0.5487603305785124;PR;UR;RI;RS;PSF;;;;;401;2581;2585;2594;2617;;;;;157;76;62;37;0;;;;
France;5;76;220;5H27;Paul-Boncour;1932-05-08;1932-12-18;1933-01-28;41;4;4;5;1;1;1;4;605;RS;328;0.5421487603305785;PR;RepG;RI;RS;PSF;;;;;401;2587;2585;2594;2617;;;;;157;72;62;37;0;;;;
France;5;76;220;5H28;Daladier I;1932-05-08;1933-01-31;1933-10-24;266;3;3;5;1;1;1;4;605;PR;328;0.5421487603305785;PR;RepG;RI;RS;PSF;;;;;401;2587;2585;2594;2617;;;;;157;72;62;37;0;;;;
France;5;76;220;5H29;Sarraut I;1932-05-08;1933-10-26;1933-11-24;29;2;2;5;1;1;1;4;605;PR;328;0.5421487603305785;PR;RepG;RI;RS;PSF;;;;;401;2587;2585;2594;2617;;;;;157;72;62;37;0;;;;
France;5;76;220;5H30;Chautemps II;1932-05-08;1933-11-26;1934-01-27;62;2;2;5;1;1;1;4;605;PR;328;0.5421487603305785;PR;RepG;RI;RS;PSF;;;;;401;2587;2585;2594;2617;;;;;157;72;62;37;0;;;;
France;5;76;220;5H31;Daladier II;1932-05-08;1934-01-30;1934-02-07;8;3;3;4;1;1;1;4;605;PR;367;0.6066115702479339;PR;UR;RepG;RI;;;;;;401;2581;2587;2585;;;;;;157;76;72;62;;;;;
France;5;76;220;5H32;Doumergue II;1932-05-08;1934-02-09;1934-11-08;272;2;2;5;1;1;1;4;605;PR;328;0.5421487603305785;PR;RepG;RI;RS;PSdF;;;;;401;2587;2585;2594;2618;;;;;157;72;62;37;0;;;;
France;5;76;220;5H33;Flandin;1932-05-08;1934-11-08;1935-05-31;204;0;0;4;1;1;1;4;605;RepG;367;0.6066115702479339;PR;UR;RepG;RI;;;;;;401;2581;2587;2585;;;;;;157;76;72;62;;;;;
France;5;76;220;5H34;Bouisson;1932-05-08;1935-06-01;1935-06-04;3;1;1;5;1;1;1;4;605;RS;332;0.5487603305785124;PR;UR;RI;RS;PSdF;;;;;401;2581;2585;2594;2618;;;;;157;76;62;37;0;;;;
France;5;76;220;5H35;Laval IV;1932-05-08;1935-06-07;1936-01-22;229;3;3;6;1;1;1;4;605;none;367;0.6066115702479339;PR;UR;RepG;RI;PSdF;;;;;401;2581;2587;2585;2618;;;;;157;76;72;62;0;;;;
France;5;76;220;5H36;Sarraut II;1932-05-08;1936-01-24;1936-05-03;100;2;2;3;1;0;0;1;605;PR;291;0.4809917355371901;PR;RepG;RI;;;;;;;401;2587;2585;;;;;;;157;72;62;;;;;;
France;5;76;220;5H37;Blum I;1936-05-03;1936-06-04;1937-06-21;382;32;32;3;1;1;0;3;608;PS;330;0.5427631578947368;PS;PR;PCF;;;;;;;1539;401;686;;;;;;;149;109;72;;;;;;
France;5;76;220;5H38;Chautemps III;1936-05-03;1937-06-23;1938-03-10;260;2;2;3;1;1;0;3;608;PR;330;0.5427631578947368;PS;PR;PCF;;;;;;;1539;401;686;;;;;;;149;109;72;;;;;;
France;5;76;220;5H39;Blum II;1936-05-03;1938-03-13;1938-04-08;26;3;3;3;1;1;0;3;608;PS;330;0.5427631578947368;PS;PR;PCF;;;;;;;1539;401;686;;;;;;;149;109;72;;;;;;
France;5;76;220;5H40;Daladier III;1936-05-03;1938-04-10;1939-05-11;396;2;2;5;1;0;0;1;608;PR;165;0.2713815789473684;PR;RS;PDP;RI;RepG;;;;;401;2594;2583;2585;2587;;;;;109;56;0;0;0;;;;
France;5;76;220;5H41;Daladier IV;1936-05-03;1939-05-11;1939-09-13;125;0;0;4;1;0;0;1;608;PR;165;0.2713815789473684;PR;RS;RI;RepG;;;;;;401;2594;2585;2587;;;;;;109;56;0;0;;;;;
France;5;76;220;5H42;Daladier V;1936-05-03;1939-09-13;1940-03-20;189;0;0;4;1;1;1;4;608;PR;387;0.6365131578947368;UR;PR;RS;RepG;;;;;;2581;401;2594;2587;;;;;;222;109;56;0;;;;;
France;5;76;220;5H43;Reynaud;1936-05-03;1940-03-21;1940-06-16;87;1;1;6;1;1;1;4;608;RepG;536;0.881578947368421;UR;PS;PR;RS;PSF;RepG;;;;2581;1539;401;2594;2617;2587;;;;222;149;109;56;0;0;;;
France;5;76;220;5H44;Petain;1936-05-03;1940-06-16;1940-07-10;24;0;0;5;1;1;1;4;608;none;314;0.5164473684210527;PS;PR;RS;PSF;;;;;;1539;401;2594;2617;;;;;;149;109;56;0;;;;;
France;5;76;220;5H45;de Gaulle I;1936-05-03;1944-09-10;1945-10-21;406;;;7;1;1;1;4;608;none;330;0.5427631578947368;PS;PR;PCF;G;MRP;PRL;;;;1539;401;686;1094;1086;1297;;;;149;109;72;0;0;0;;;
France;5;76;220;5H46;de Gaulle II;1945-10-21;1945-11-21;1946-01-20;60;31;31;5;1;1;1;4;522;none;458;0.8773946360153256;PCF;MRP;PS;PR;;;;;;686;1086;1539;401;;;;;;148;141;134;35;;;;;
France;5;76;220;5H47;Gouin;1945-10-21;1946-01-26;1946-06-12;137;6;6;3;1;1;1;4;522;PS;423;0.8103448275862069;PCF;MRP;PS;;;;;;;686;1086;1539;;;;;;;148;141;134;;;;;;
France;5;76;220;5H48;Bidault I;1945-10-21;1946-06-24;1946-11-10;139;12;12;4;1;1;1;4;522;MRP;460;0.8812260536398467;MRP;PCF;PS;RGR;;;;;;1086;686;1539;890;;;;;;160;146;115;39;;;;;
France;5;76;220;5H49;Blum III;1946-11-10;1946-12-16;1947-01-16;31;36;36;1;0;0;0;1;544;PS;90;0.1654411764705882;PS;;;;;;;;;1539;;;;;;;;;90;;;;;;;;
France;5;76;220;5H50;Ramadier I;1946-11-10;1947-01-22;1947-10-21;272;6;6;5;1;1;1;4;544;PS;539;0.9908088235294118;PCF;MRP;PS;PRL;RGR;;;;;686;1086;1539;1297;890;;;;;166;158;90;70;55;;;;
France;5;76;220;5H51;Ramadier II;1946-11-10;1947-10-22;1947-11-19;28;1;1;4;1;1;1;4;544;PS;373;0.6856617647058824;MRP;PS;PRL;RGR;;;;;;1086;1539;1297;890;;;;;;158;90;70;55;;;;;
France;5;76;220;5H52;Schuman I;1946-11-10;1947-11-24;1948-07-19;238;5;5;4;1;1;1;4;544;MRP;346;0.6360294117647058;MRP;PS;PRL;RGR;;;;;;1086;1539;1297;890;;;;;;167;105;74;0;;;;;
France;5;76;220;5H53;Marie;1946-11-10;1948-07-26;1948-08-28;33;7;7;4;1;1;1;4;544;PR;389;0.7150735294117647;MRP;PS;PRL;PR;;;;;;1086;1539;1297;401;;;;;;167;105;74;43;;;;;
France;5;76;220;5H54;Schuman II;1946-11-10;1948-09-05;1948-09-11;6;8;8;4;1;1;1;4;544;MRP;346;0.6360294117647058;MRP;PS;PRL;RGR;;;;;;1086;1539;1297;890;;;;;;167;105;74;0;;;;;
France;5;76;220;5H55;Queuille I;1946-11-10;1948-09-11;1949-10-05;389;0;0;4;1;1;1;4;544;RGR;346;0.6360294117647058;MRP;PS;PRL;RGR;;;;;;1086;1539;1297;890;;;;;;167;105;74;0;;;;;
France;5;76;220;5H56;Bidault II;1946-11-10;1949-10-28;1950-02-07;102;23;23;5;1;1;1;4;544;MRP;416;0.7647058823529411;MRP;PS;PRL;PR;UDSR;;;;;1086;1539;1297;401;2280;;;;;167;105;74;43;27;;;;
France;5;76;220;5H57;Bidault III;1946-11-10;1950-02-07;1950-06-24;137;0;0;4;1;1;1;4;544;MRP;311;0.5716911764705882;MRP;PRL;PR;UDSR;;;;;;1086;1297;401;2280;;;;;;167;74;43;27;;;;;
France;5;76;220;5H58;Queuille II;1946-11-10;1950-07-02;1950-07-04;2;8;8;4;1;1;1;4;544;PR;311;0.5716911764705882;MRP;PRL;PR;UDSR;;;;;;1086;1297;401;2280;;;;;;167;74;43;27;;;;;
France;5;76;220;5H59;Pleven I;1946-11-10;1950-07-12;1951-02-28;231;8;8;5;1;1;1;4;544;UDSR;416;0.7647058823529411;MRP;PS;PRL;PR;UDSR;;;;;1086;1539;1297;401;2280;;;;;167;105;74;43;27;;;;
France;5;76;220;5H60;Queuille III;1946-11-10;1951-03-10;1951-06-17;99;10;10;5;1;1;1;4;544;PR;416;0.7647058823529411;MRP;PS;PRL;PR;UDSR;;;;;1086;1539;1297;401;2280;;;;;167;105;74;43;27;;;;
France;5;76;220;5H61;Pleven II;1946-11-10;1951-08-11;1952-01-07;149;55;55;4;1;1;0;3;544;UDSR;273;0.5018382352941176;CNIP;MRP;PR;UDSR;;;;;;1414;1086;401;2280;;;;;;95;86;76;16;;;;;
France;5;76;220;5H62;Faure I;1951-06-17;1952-01-20;1952-02-28;39;13;13;4;1;1;0;3;544;PR;273;0.5018382352941176;CNIP;MRP;PR;UDSR;;;;;;1414;1086;401;2280;;;;;;95;86;76;16;;;;;
France;5;76;220;5H63;Pinay;1951-06-17;1952-03-08;1952-12-23;290;9;9;4;1;1;0;3;544;CNIP;273;0.5018382352941176;CNIP;MRP;PR;UDSR;;;;;;1414;1086;401;2280;;;;;;95;86;76;16;;;;;
France;5;76;220;5H64;Mayer;1951-06-17;1953-01-08;1953-05-21;133;16;16;5;1;1;1;4;544;PR;300;0.5514705882352942;CNIP;MRP;PR;ARS;UDSR;;;;;1414;1086;401;2358;2280;;;;;95;86;76;27;16;;;;
France;5;76;220;5H65;Laniel;1951-06-17;1953-06-28;1954-06-12;349;38;38;6;1;1;1;4;544;CNIP;393;0.7224264705882353;CNIP;G;MRP;PR;ARS;UDSR;;;;1414;1094;1086;401;2358;2280;;;;95;93;86;76;27;16;;;
France;5;76;220;5H66;Mendes-France;1951-06-17;1954-06-18;1955-02-05;232;6;6;6;1;1;1;4;544;PR;366;0.6727941176470589;CNIP;G;MRP;PR;UDSR;RGR;;;;1414;1094;1086;401;2280;890;;;;95;93;86;76;16;0;;;
France;5;76;220;5H67;Faure II;1951-06-17;1955-02-23;1956-01-02;313;18;18;5;1;1;1;4;544;PR;366;0.6727941176470589;CNIP;G;MRP;PR;UDSR;;;;;1414;1094;1086;401;2280;;;;;95;93;86;76;16;;;;
France;5;76;220;5H68;Mollet;1951-06-17;1956-02-01;1957-05-21;475;30;30;3;1;0;0;1;544;PS;161;0.2959558823529412;PS;PR;RGR;;;;;;;1539;401;890;;;;;;;88;73;0;;;;;;
France;5;76;220;5H69;Bourges-Maunoury;1956-01-02;1957-06-12;1957-09-30;110;22;22;3;1;0;0;1;544;PR;174;0.3198529411764706;PS;PR;RGR;;;;;;;1539;401;890;;;;;;;100;60;14;;;;;;
France;5;76;220;5H70;Gaillard;1956-01-02;1957-11-06;1958-04-15;160;37;37;6;1;1;1;4;544;PR;368;0.6764705882352942;PS;CNIP;MRP;PR;G;RGR;;;;1539;1414;1086;401;1094;890;;;;100;98;74;60;22;14;;;
France;5;76;220;5H71;Pflimlin;1956-01-02;1958-05-13;1958-05-28;15;28;28;5;1;1;1;4;544;MRP;346;0.6360294117647058;PS;CNIP;MRP;PR;RGR;;;;;1539;1414;1086;401;890;;;;;100;98;74;60;14;;;;
France;5;76;220;5H72;de Gaulle III;1956-01-02;1958-06-02;1958-11-30;181;5;5;6;1;1;1;4;544;none;354;0.6507352941176471;PS;CNIP;MRP;PR;G;;;;;1539;1414;1086;401;1094;;;;;100;98;74;60;22;;;;
United Kingdom;17;101;200;17H1;Lloyd George I;1918-12-14;1919-01-10;1922-10-19;1378;27;27;2;1;1;1;4;707;CoLib;509;0.7199434229137199;Con;CoLib;;;;;;;;773;2501;;;;;;;;382;127;;;;;;;
United Kingdom;17;101;200;17H2;Bonar Law;1918-12-14;1922-10-23;1922-11-15;23;4;4;1;0;1;0;2;707;Con;382;0.5403111739745403;Con;;;;;;;;;773;;;;;;;;;382;;;;;;;;
United Kingdom;17;101;200;17H3;Bonar Law II;1922-11-15;1922-11-15;1923-05-20;186;0;0;1;0;1;0;2;615;Con;344;0.5593495934959349;Con;;;;;;;;;773;;;;;;;;;344;;;;;;;;
United Kingdom;17;101;200;17H4;Baldwin I;1922-11-15;1923-05-22;1923-12-06;198;2;2;1;0;1;0;2;615;Con;344;0.5593495934959349;Con;;;;;;;;;773;;;;;;;;;344;;;;;;;;
United Kingdom;17;101;200;17H5;MacDonald I;1923-12-06;1924-01-22;1924-10-29;281;47;47;1;0;0;0;1;615;Lab;191;0.3105691056910569;Lab;;;;;;;;;1556;;;;;;;;;191;;;;;;;;
United Kingdom;17;101;200;17H6;Baldwin II;1924-10-29;1924-11-04;1929-05-30;1668;6;6;1;0;1;0;2;615;Con;412;0.6699186991869919;Con;;;;;;;;;773;;;;;;;;;412;;;;;;;;
United Kingdom;17;101;200;17H7;MacDonald II;1929-05-30;1929-06-05;1931-08-24;810;6;6;1;0;0;0;1;615;Lab;287;0.4666666666666667;Lab;;;;;;;;;1556;;;;;;;;;287;;;;;;;;
United Kingdom;17;101;200;17H8;MacDonald III;1929-05-30;1931-08-24;1931-10-27;64;0;0;;0;0;0;;615;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Kingdom;17;101;200;17H9;MacDonald IV;1931-10-27;1931-10-27;1935-06-07;1319;0;0;4;1;1;1;4;615;NLO;550;0.8943089430894309;Con;NLP;Lib;NLO;;;;;;773;1017;659;2479;;;;;;470;35;32;13;;;;;
United Kingdom;17;101;200;17H10;Baldwin III;1931-10-27;1935-06-07;1935-11-14;160;0;0;4;1;1;1;4;615;Con;589;0.9577235772357724;Con;Lab;NLP;Lib;;;;;;773;1556;1017;659;;;;;;470;52;35;32;;;;;
United Kingdom;17;101;200;17H11;Baldwin IV;1935-11-14;1935-11-14;1937-05-28;561;0;0;4;1;1;1;4;615;Con;595;0.967479674796748;Con;Lab;NLP;Lib;;;;;;773;1556;1017;659;;;;;;387;154;33;21;;;;;
United Kingdom;17;101;200;17H12;Chamberlain;1935-11-14;1937-05-28;1940-05-10;1078;0;0;3;1;1;1;4;615;Con;428;0.6959349593495935;Con;NLP;NLO;;;;;;;773;1017;2479;;;;;;;387;33;8;;;;;;
United Kingdom;17;101;200;17H13;Churchill I;1935-11-14;1940-05-10;1945-05-23;1839;0;0;2;1;1;1;4;615;Con;541;0.8796747967479674;Con;Lab;;;;;;;;773;1556;;;;;;;;387;154;;;;;;;
United Kingdom;17;101;200;17H14;Churchill II;1935-11-14;1945-05-23;1945-07-05;43;0;0;2;1;1;1;4;615;Con;420;0.6829268292682927;Con;NLP;;;;;;;;773;1017;;;;;;;;387;33;;;;;;;
United Kingdom;17;101;200;17H15;Attlee I;1945-07-05;1945-07-26;1950-02-23;1673;21;21;1;0;1;0;2;640;Lab;393;0.6140625;Lab;;;;;;;;;1556;;;;;;;;;393;;;;;;;;
Ireland;9;81;205;9H1;Cosgrave I;1922-06-16;1922-08-30;1923-08-27;362;85;85;1;0;0;0;1;128;CG;58;0.453125;CG;;;;;;;;;2447;;;;;;;;;58;;;;;;;;
Ireland;9;81;205;9H2;Cosgrave II;1923-08-27;1923-09-19;1927-06-09;1359;23;23;1;0;0;0;1;153;CG;63;0.4117647058823529;CG;;;;;;;;;2447;;;;;;;;;63;;;;;;;;
Ireland;9;81;205;9H3;Cosgrave III;1927-06-09;1927-06-23;1927-09-15;84;14;14;1;0;0;0;1;153;CG;47;0.3071895424836601;CG;;;;;;;;;2447;;;;;;;;;47;;;;;;;;
Ireland;9;81;205;9H4;Cosgrave IV;1927-09-15;1927-10-11;1930-03-27;898;26;26;1;0;0;0;1;153;CG;62;0.4052287581699346;CG;;;;;;;;;2447;;;;;;;;;62;;;;;;;;
Ireland;9;81;205;9H5;Cosgrave V;1927-09-15;1930-04-02;1932-02-16;685;6;6;1;0;0;0;1;153;CG;62;0.4052287581699346;CG;;;;;;;;;2447;;;;;;;;;62;;;;;;;;
Ireland;9;81;205;9H6;Valera I;1932-02-16;1932-03-09;1933-01-24;321;22;22;1;0;0;0;1;153;FF;72;0.4705882352941176;FF;;;;;;;;;280;;;;;;;;;72;;;;;;;;
Ireland;9;81;205;9H7;Valera II;1933-01-24;1933-02-08;1937-07-01;1604;15;15;1;0;1;0;2;153;FF;77;0.5032679738562091;FF;;;;;;;;;280;;;;;;;;;77;;;;;;;;
Ireland;9;81;205;9H8;Valera III;1937-07-01;1937-07-21;1938-06-17;331;20;20;1;0;0;0;1;138;FF;69;0.5;FF;;;;;;;;;280;;;;;;;;;69;;;;;;;;
Ireland;9;81;205;9H9;Valera IV;1938-06-17;1938-06-30;1943-06-23;1819;13;13;1;0;1;0;2;138;FF;77;0.5579710144927537;FF;;;;;;;;;280;;;;;;;;;77;;;;;;;;
Ireland;9;81;205;9H10;Valera V;1943-06-23;1943-07-01;1944-05-30;334;8;8;1;0;0;0;1;138;FF;67;0.4855072463768116;FF;;;;;;;;;280;;;;;;;;;67;;;;;;;;
Ireland;9;81;205;9H11;Valera VII;1944-05-30;1944-06-09;1948-02-04;1335;10;10;1;0;1;0;2;138;FF;76;0.5507246376811594;FF;;;;;;;;;280;;;;;;;;;76;;;;;;;;
Iceland;8;168;395;8H1;Magnusson I;1919-11-15;1919-11-15;1920-02-25;102;0;0;1;0;0;0;1;40;He;16;0.4;He;;;;;;;;;2440;;;;;;;;;16;;;;;;;;
Iceland;8;168;395;8H2;Magnusson II;1919-11-15;1920-02-25;1922-03-07;741;0;0;1;0;0;0;1;40;He;16;0.4;He;;;;;;;;;2440;;;;;;;;;16;;;;;;;;
Iceland;8;168;395;8H3;Eggerz I;1919-11-15;1922-03-07;1923-10-27;599;0;0;1;0;0;0;1;40;Sj-07;13;0.325;Sj-07;;;;;;;;;2561;;;;;;;;;13;;;;;;;;
Iceland;8;168;395;8H4;Eggerz II;1923-10-27;1923-10-27;1924-03-22;147;0;0;2;1;0;0;1;40;Sj-07;15;0.375;F;Sj-07;;;;;;;;1455;2561;;;;;;;;15;0;;;;;;;
Iceland;8;168;395;8H5;Magnusson III;1923-10-27;1924-03-22;1926-07-08;838;0;0;1;0;1;0;2;40;Sj;23;0.575;Sj;;;;;;;;;1342;;;;;;;;;23;;;;;;;;
